puzzle_name	star_rating	word_count	is_amazon	includes_photo	num_helpful	Sales12-18MonthsAgo
Hummingbirds	5	48	0	0	0	578
Hummingbirds	5	91	1	0	16	578
Hummingbirds	5	60	1	0	5	578
Hummingbirds	2	32	1	0	1	578
Hummingbirds	5	40	1	0	3	578
Hummingbirds	5	57	1	0	2	578
Hummingbirds	5	32	1	0	0	578
Hummingbirds	4	103	1	0	5	578
Hummingbirds	5	45	1	0	2	578
Hummingbirds	5	41	1	0	2	578
Hummingbirds	5	17	1	0	0	578
Hummingbirds	5	12	1	0	0	578
Hummingbirds	5	1	1	0	0	578
Hummingbirds	5	23	1	0	0	578
Hummingbirds	5	11	1	0	0	578
Hummingbirds	4	9	1	0	0	578
Hummingbirds	5	39	1	0	1	578
Hummingbirds	5	50	1	0	1	578
Hummingbirds	5	27	1	0	1	578
Hummingbirds	5	15	1	0	0	578
Hummingbirds	5	28	1	0	2	578
Hummingbirds	5	25	1	0	0	578
Hummingbirds	3	30	1	0	4	578
Hummingbirds	5	24	1	0	3	578
Hummingbirds	3	10	1	0	2	578
Hummingbirds	5	7	1	0	0	578
Hummingbirds	5	2	1	0	0	578
Hummingbirds	5	4	1	0	0	578
Hummingbirds	3	40	1	0	4	578
Hummingbirds	3	54	1	0	2	578
Hummingbirds	5	90	1	0	21	578
Hummingbirds	5	144	1	0	5	578
Hummingbirds	5	179	1	0	10	578
Hummingbirds	5	96	1	0	0	578
Bean	5	62	1	0	2	8
BigSFLitMap	5	10	1	0	1	15
BigSFLitMap	5	1	1	0	1	15
BigSFLitMap	5	145	1	0	3	15
NightVillage	5	46	0	0	0	428
NightVillage	5	30	1	0	5	428
NightVillage	5	48	1	0	3	428
NightVillage	5	33	1	0	5	428
NightVillage	5	25	1	0	1	428
NightVillage	5	28	1	0	0	428
NightVillage	5	34	1	0	0	428
NightVillage	5	16	1	0	1	428
NightVillage	5	6	1	0	4	428
NightVillage	5	13	1	0	0	428
NightVillage	5	31	1	0	0	428
NightVillage	5	13	1	0	0	428
NightVillage	4	13	1	0	0	428
NightVillage	5	6	1	0	1	428
NightVillage	5	8	1	0	0	428
NightVillage	5	4	1	0	2	428
NightVillage	5	14	1	0	0	428
NightVillage	5	14	1	0	1	428
NightVillage	5	281	1	0	13	428
NightVillage	3	39	1	0	2	428
NightVillage	5	54	1	0	5	428
NightVillage	5	53	1	0	1	428
Andromeda	5	122	1	0	4	12
SeaAtSaintesMarie	5	80	0	0	0	179
SeaAtSaintesMarie	5	41	1	0	3	179
SeaAtSaintesMarie	5	72	1	0	1	179
SeaAtSaintesMarie	4	98	1	0	2	179
SeaAtSaintesMarie	5	64	1	0	4	179
SeaAtSaintesMarie	4	46	1	0	0	179
SeaAtSaintesMarie	5	17	1	0	0	179
SeaAtSaintesMarie	5	32	1	0	1	179
SeaAtSaintesMarie	5	137	1	0	10	179
SeaAtSaintesMarie	5	9	1	0	0	179
SeaAtSaintesMarie	5	29	1	0	0	179
SeaAtSaintesMarie	5	16	1	0	0	179
SeaAtSaintesMarie	5	33	1	0	3	179
SeaAtSaintesMarie	4	20	1	0	1	179
SeaAtSaintesMarie	3	12	1	0	1	179
SeaAtSaintesMarie	5	56	1	0	2	179
SeaAtSaintesMarie	5	33	1	0	4	179
SeaAtSaintesMarie	2	23	1	0	2	179
MechaGriffin	5	34	0	0	0	330
MechaGriffin	5	8	0	0	0	330
MechaGriffin	5	11	0	0	0	330
MechaGriffin	5	23	0	0	0	330
MechaGriffin	5	11	0	0	0	330
MechaGriffin	5	35	0	0	0	330
MechaGriffin	5	298	1	0	14	330
MechaGriffin	5	171	1	0	11	330
MechaGriffin	5	375	1	0	3	330
MechaGriffin	5	42	1	1	5	330
MechaGriffin	5	139	1	0	17	330
MechaGriffin	5	115	1	0	4	330
MechaGriffin	5	83	1	0	1	330
MechaGriffin	5	145	1	0	2	330
MechaGriffin	5	68	1	0	0	330
MechaGriffin	5	34	1	0	1	330
MechaGriffin	5	41	1	0	1	330
MechaGriffin	5	22	1	0	3	330
MechaGriffin	5	52	1	0	0	330
MechaGriffin	5	34	1	0	4	330
MechaGriffin	5	41	1	0	1	330
MechaGriffin	5	20	1	0	1	330
MechaGriffin	5	18	1	0	2	330
MechaGriffin	5	24	1	0	0	330
MechaGriffin	5	58	1	0	2	330
MechaGriffin	5	73	1	0	1	330
MechaGriffin	5	20	1	0	2	330
MechaGriffin	5	49	1	0	0	330
MechaGriffin	5	23	1	0	3	330
MechaGriffin	5	22	1	0	0	330
MechaGriffin	5	45	1	0	0	330
MechaGriffin	5	19	1	0	1	330
MechaGriffin	5	51	1	0	1	330
MechaGriffin	5	54	1	0	0	330
MechaGriffin	5	43	1	0	2	330
MechaGriffin	5	13	1	0	0	330
MechaGriffin	5	1	1	0	1	330
MechaGriffin	5	120	1	0	2	330
MechaGriffin	5	6	1	0	0	330
MechaGriffin	5	21	1	0	0	330
MechaGriffin	5	7	1	0	0	330
MechaGriffin	5	6	1	0	0	330
MechaGriffin	5	6	1	0	0	330
MechaGriffin	5	2	1	0	0	330
MechaGriffin	5	27	1	0	1	330
MechaGriffin	5	19	1	0	1	330
MechaGriffin	5	31	1	0	1	330
MechaGriffin	5	8	1	0	1	330
MechaGriffin	5	10	1	0	1	330
MechaGriffin	5	90	1	0	7	330
MechaGriffin	4	9	1	0	0	330
MechaGriffin	5	67	1	0	3	330
MechaGriffin	5	103	1	0	1	330
MechaGriffin	5	32	1	0	2	330
MechaGriffin	5	12	1	0	0	330
OpenWindow	4	35	0	0	0	13
OpenWindow	5	168	1	0	2	13
OpenWindow	5	43	1	0	3	13
OpenWindow	4	22	1	0	1	13
OpenWindow	5	88	1	0	4	13
NightShip	5	43	0	0	0	167
NightShip	5	90	0	0	0	167
NightShip	5	52	0	0	0	167
NightShip	4	73	1	1	5	167
NightShip	5	172	1	0	5	167
NightShip	5	30	1	0	8	167
NightShip	5	56	1	0	11	167
NightShip	4	64	1	0	1	167
NightShip	5	71	1	0	1	167
NightShip	5	59	1	0	1	167
NightShip	5	21	1	0	0	167
NightShip	5	16	1	0	0	167
NightShip	5	33	1	0	0	167
NightShip	5	35	1	0	2	167
NightShip	5	31	1	0	1	167
NightShip	5	20	1	0	1	167
NightShip	5	33	1	0	7	167
NightShip	5	5	1	0	0	167
NightShip	5	11	1	0	0	167
NightShip	5	4	1	0	0	167
NightShip	5	11	1	0	0	167
NightShip	1	7	1	0	0	167
NightShip	5	4	1	0	0	167
NightShip	1	36	1	0	1	167
NightShip	5	6	1	1	3	167
NightShip	5	1	1	0	1	167
NightShip	1	8	1	0	1	167
NightShip	5	46	1	0	2	167
SupremeBattle	5	41	1	0	0	1
WindowShopping	4	241	1	0	5	10
WindowShopping	5	27	1	0	2	10
WindowShopping	2	28	1	0	1	10
WindowShopping	5	29	1	0	0	10
deMyleNoah'sArk	5	21	0	0	0	237
deMyleNoah'sArk	5	141	1	0	1	237
deMyleNoah'sArk	5	52	1	0	1	237
deMyleNoah'sArk	5	9	1	0	1	237
deMyleNoah'sArk	3	21	1	0	0	237
deMyleNoah'sArk	3	23	1	0	0	237
deMyleNoah'sArk	5	1	1	0	0	237
deMyleNoah'sArk	5	13	1	0	0	237
deMyleNoah'sArk	5	2	1	0	1	237
deMyleNoah'sArk	5	3	1	0	0	237
StalkingTheUnicorn	4	39	1	0	0	16
StalkingTheUnicorn	5	62	1	0	0	16
StalkingTheUnicorn	5	5	1	0	0	16
Sterrennacht	5	102	0	0	0	200
Sterrennacht	5	266	1	0	13	200
Sterrennacht	5	71	1	0	1	200
Sterrennacht	5	46	1	0	0	200
Sterrennacht	5	61	1	0	3	200
Sterrennacht	5	23	1	0	2	200
Sterrennacht	5	25	1	0	2	200
Sterrennacht	5	64	1	0	4	200
Sterrennacht	5	15	1	0	1	200
Sterrennacht	5	7	1	0	0	200
Sterrennacht	5	2	1	0	1	200
Sterrennacht	5	122	1	0	4	200
Sterrennacht	5	32	1	0	3	200
Sterrennacht	5	1	1	0	2	200
Sterrennacht	5	35	1	0	2	200
Sterrennacht	5	59	1	0	4	200
Sterrennacht	5	43	1	0	6	200
1592Map	5	228	1	0	3	31
1592Map	5	92	1	0	3	31
1592Map	5	3	1	0	0	31
Unseen	5	8	1	0	1	6
EiffelTower	5	128	1	0	6	231
EiffelTower	5	38	1	0	2	231
EiffelTower	5	35	1	0	3	231
EiffelTower	5	91	1	0	11	231
EiffelTower	5	17	1	0	1	231
EiffelTower	5	2	1	0	0	231
EiffelTower	5	24	1	0	2	231
EiffelTower	5	9	1	0	1	231
EiffelTower	4	2	1	0	0	231
EiffelTower	5	15	1	0	1	231
EiffelTower	4	56	1	0	5	231
EiffelTower	5	31	1	0	1	231
EiffelTower	5	7	1	0	0	231
EiffelTower	5	3	1	0	0	231
EiffelTower	1	7	1	0	2	231
Manhattan	5	12	1	0	0	24
Cercles	5	47	0	0	0	181
Cercles	5	41	0	0	0	181
Cercles	5	267	1	0	12	181
Cercles	5	198	1	0	8	181
Cercles	5	94	1	0	1	181
Cercles	5	83	1	0	2	181
Cercles	5	31	1	0	1	181
Cercles	5	21	1	0	0	181
Cercles	5	12	1	0	0	181
Cercles	2	30	1	0	3	181
Cercles	5	126	1	0	1	181
Cercles	5	45	1	0	1	181
Cercles	4	22	1	0	4	181
Cercles	5	59	1	0	2	181
Cercles	4	29	1	0	2	181
CheshireCat	5	331	1	0	5	227
CheshireCat	5	87	1	0	1	227
CheshireCat	4	70	1	0	1	227
CheshireCat	5	82	1	0	5	227
CheshireCat	3	21	1	0	1	227
CheshireCat	5	64	1	0	0	227
CheshireCat	5	37	1	0	2	227
CheshireCat	5	2	1	0	0	227
CheshireCat	5	11	1	0	0	227
CheshireCat	5	17	1	0	0	227
CheshireCat	5	9	1	0	0	227
CheshireCat	5	6	1	0	0	227
CheshireCat	5	31	1	0	1	227
CheshireCat	5	32	1	0	1	227
CheshireCat	5	7	1	0	0	227
CheshireCat	5	25	1	0	0	227
CheshireCat	2	25	1	0	2	227
CheshireCat	5	156	1	0	4	227
CheshireCat	5	41	1	0	5	227
CheshireCat	5	53	1	0	2	227
RabbitSeason	5	191	0	0	6	24
RabbitSeason	5	96	0	0	0	24
RabbitSeason	5	37	0	0	5	24
RabbitSeason	5	30	0	0	0	24
RabbitSeason	5	40	0	0	4	24
RabbitSeason	5	33	0	0	3	24
RabbitSeason	5	29	0	0	2	24
RabbitSeason	3	16	0	0	0	24
RabbitSeason	5	3	0	0	0	24
Farmland	5	10	0	0	0	217
Farmland	4	132	1	0	5	217
Farmland	5	28	1	0	1	217
Farmland	5	11	1	0	5	217
Farmland	5	20	1	0	0	217
Farmland	5	20	1	0	3	217
Farmland	5	2	1	0	0	217
Farmland	5	16	1	0	3	217
Farmland	5	12	1	0	4	217
Farmland	5	13	1	0	0	217
Farmland	5	15	1	0	0	217
Farmland	5	20	1	0	0	217
Farmland	5	23	1	0	0	217
Farmland	5	35	1	1	5	217
Farmland	5	61	1	0	3	217
Farmland	4	9	1	0	1	217
L'Ete	5	64	0	0	0	21
L'Ete	5	54	0	0	0	21
L'Ete	5	64	1	0	2	21
L'Ete	5	38	1	0	2	21
L'Ete	5	63	1	0	2	21
ParisMap	5	101	1	0	1	24
ParisMap	5	42	1	0	0	24
ParisMap	5	22	1	0	0	24
ParisMap	5	5	1	0	0	24
ParisMap	5	8	1	0	0	24
Allure	4	115	1	1	4	14
Allure	5	101	1	0	4	14
Bridge	5	51	0	0	0	195
Bridge	5	159	1	0	9	195
Bridge	5	9	1	0	2	195
Bridge	5	10	1	0	1	195
Bridge	3	36	1	0	1	195
Bridge	4	113	1	0	5	195
Bridge	5	37	1	0	5	195
Hypnosis	5	144	1	0	2	163
Hypnosis	5	49	1	0	0	163
Hypnosis	5	75	1	0	5	163
Hypnosis	5	82	1	0	0	163
Hypnosis	5	32	1	0	0	163
Hypnosis	5	31	1	0	0	163
Hypnosis	4	54	1	0	0	163
Hypnosis	5	1	1	0	0	163
Hypnosis	5	22	1	0	0	163
Hypnosis	5	36	1	0	0	163
Hypnosis	5	3	1	0	0	163
Hypnosis	5	40	1	0	1	163
Hypnosis	5	46	1	0	0	163
Kraken	5	11	0	0	0	70
Kraken	4	96	1	0	0	70
Kraken	5	61	1	0	6	70
Kraken	5	62	1	0	0	70
Kraken	5	70	1	0	2	70
Kraken	5	57	1	0	1	70
Kraken	5	1	1	0	0	70
Kraken	5	2	1	0	0	70
Kraken	5	19	1	0	1	70
Kraken	5	6	1	0	0	70
Kraken	4	7	1	0	0	70
Kraken	5	135	1	0	5	70
Kraken	5	20	1	0	1	70
Kraken	5	41	1	0	2	70
SmlSFLitMap	5	54	1	0	0	22
SmlSFLitMap	1	116	1	0	0	22
SmlSFLitMap	5	102	1	0	1	22
SmlSFLitMap	5	54	1	0	0	22
SmlSFLitMap	5	3	1	0	0	22
VirginAndChild	5	97	1	0	0	18
FabricOwls	5	185	0	0	0	171
FabricOwls	5	45	1	0	2	171
FabricOwls	5	50	1	0	1	171
FabricOwls	5	2	1	0	0	171
FabricOwls	5	4	1	0	0	171
FabricOwls	3	11	1	0	0	171
FabricOwls	5	39	1	0	0	171
FabricOwls	5	2	1	0	0	171
FabricOwls	5	146	1	0	0	171
MigrationOfKnowledge	5	42	0	0	0	187
MigrationOfKnowledge	5	120	1	0	14	187
MigrationOfKnowledge	5	81	1	0	7	187
MigrationOfKnowledge	5	80	1	0	3	187
MigrationOfKnowledge	5	34	1	0	3	187
MigrationOfKnowledge	5	3	1	0	1	187
MigrationOfKnowledge	5	42	1	0	1	187
MigrationOfKnowledge	5	30	1	0	4	187
MigrationOfKnowledge	5	7	1	0	2	187
MigrationOfKnowledge	5	13	1	0	3	187
MigrationOfKnowledge	5	22	1	0	2	187
MigrationOfKnowledge	5	4	1	0	1	187
MigrationOfKnowledge	5	2	1	0	1	187
MigrationOfKnowledge	5	12	1	0	2	187
MigrationOfKnowledge	5	3	1	0	1	187
MigrationOfKnowledge	2	35	1	0	0	187
MigrationOfKnowledge	5	38	1	0	1	187
HokusaiDragon	5	72	0	0	0	143
HokusaiDragon	4	302	1	0	2	143
HokusaiDragon	3	143	1	0	4	143
HokusaiDragon	5	107	1	0	0	143
HokusaiDragon	5	42	1	0	1	143
HokusaiDragon	5	43	1	0	0	143
HokusaiDragon	5	32	1	0	1	143
HokusaiDragon	5	34	1	0	0	143
HokusaiDragon	5	62	1	0	0	143
HokusaiDragon	5	48	1	0	1	143
HokusaiDragon	5	74	1	0	8	143
HokusaiDragon	5	31	1	0	0	143
HokusaiDragon	5	16	1	0	0	143
HokusaiDragon	5	26	1	0	0	143
HokusaiDragon	4	20	1	0	0	143
HokusaiDragon	5	5	1	0	0	143
HokusaiDragon	5	29	1	0	0	143
HokusaiDragon	4	21	1	0	0	143
HokusaiDragon	5	4	1	0	0	143
HokusaiDragon	5	46	1	0	0	143
HokusaiDragon	4	6	1	0	0	143
HokusaiDragon	5	19	1	0	0	143
HokusaiDragon	5	42	1	0	0	143
HokusaiDragon	5	8	1	0	0	143
HokusaiDragon	5	4	1	0	0	143
HokusaiDragon	5	7	1	0	0	143
HokusaiDragon	4	6	1	0	0	143
HokusaiDragon	5	30	1	0	0	143
HokusaiDragon	3	3	1	0	0	143
HokusaiDragon	2	6	1	0	0	143
HokusaiDragon	4	38	1	0	0	143
HokusaiDragon	5	105	1	0	6	143
HokusaiDragon	5	67	1	0	0	143
HokusaiDragon	4	97	1	0	10	143
HokusaiDragon	5	76	1	0	6	143
HokusaiDragon	5	56	1	0	9	143
BigBankRobbery	5	31	0	0	0	12
BigBankRobbery	5	64	1	0	2	12
BigBankRobbery	5	8	1	0	1	12
IsraelInEgypt	5	167	1	0	2	13
IsraelInEgypt	5	101	1	0	3	13
IsraelInEgypt	5	40	1	0	2	13
Angelo	5	67	0	0	0	37
Angelo	5	91	1	0	1	37
Angelo	5	47	1	0	0	37
Angelo	4	3	1	0	0	37
Angelo	5	223	1	0	4	37
AsiaMinorMap	5	81	0	0	0	5
AsiaMinorMap	5	1	0	0	0	5
Hope	4	241	1	0	9	96
Hope	5	145	1	0	3	96
Hope	5	148	1	0	7	96
Hope	4	93	1	0	2	96
Hope	5	51	1	0	0	96
Hope	5	8	1	0	0	96
Hope	5	6	1	0	0	96
Hope	5	21	1	0	2	96
Hope	4	59	1	0	1	96
Hope	3	80	1	0	2	96
Hope	5	202	1	0	5	96
FlyingBottle	5	155	1	0	9	104
FlyingBottle	5	245	1	0	9	104
FlyingBottle	5	108	1	0	4	104
FlyingBottle	5	24	1	0	1	104
FlyingBottle	5	1	1	0	1	104
FlyingBottle	5	87	1	0	1	104
FlyingBottle	5	4	1	0	1	104
FlyingBottle	5	26	1	0	3	104
FlyingBottle	4	38	1	0	1	104
FlyingBottle	5	4	1	0	0	104
FlyingBottle	5	2	1	0	0	104
FlyingBottle	5	9	1	0	0	104
FlyingBottle	5	21	1	0	3	104
LaOranaMaria	5	14	1	0	0	29
LaOranaMaria	5	11	1	0	0	29
BoschGoED	5	1	1	0	1	77
BoschGoED	5	22	1	0	4	77
BoschGoED	5	3	1	0	1	77
BoschGoED	5	20	1	0	1	77
BoschGoED	5	20	1	0	1	77
BoschGoED	5	5	1	0	0	77
BoschGoED	5	27	1	0	4	77
BoschGoED	5	2	1	0	0	77
BoschGoED	5	1	1	0	0	77
BoschGoED	5	17	1	0	1	77
BoschGoED	3	177	1	1	7	77
BoschGoED	5	306	1	0	27	77
BoschGoED	3	145	1	0	1	77
VauxGoED	5	103	1	0	4	30
VauxGoED	5	36	1	0	2	30
SeaSquirts	5	79	0	0	0	110
SeaSquirts	5	55	1	0	1	110
SeaSquirts	5	58	1	0	1	110
SeaSquirts	5	9	1	0	0	110
SeaSquirts	5	21	1	0	0	110
SeaSquirts	5	14	1	0	0	110
SeaSquirts	5	10	1	0	0	110
SeaSquirts	5	4	1	0	0	110
SeaSquirts	5	25	1	0	0	110
SeaSquirts	5	2	1	0	0	110
SeaSquirts	5	55	1	0	9	110
SeaSquirts	5	36	1	0	2	110
SeaSquirts	5	45	1	0	4	110
SeaSquirts	5	3	1	0	0	110
SeaSquirts	5	10	1	0	0	110
SeaSquirts	4	24	1	0	0	110
SeaSquirts	3	156	1	0	6	110
SeaSquirts	5	199	1	0	11	110
SeaSquirts	5	95	1	0	7	110
SeaSquirts	5	44	1	0	1	110
InDreams	5	136	0	0	0	120
InDreams	5	163	1	0	5	120
InDreams	5	27	1	0	3	120
InDreams	5	37	1	0	0	120
InDreams	5	4	1	0	0	120
InDreams	5	2	1	0	0	120
InDreams	5	7	1	0	0	120
GrandeJatte	3	146	1	0	5	126
GrandeJatte	5	50	1	0	7	126
GrandeJatte	5	63	1	0	5	126
GrandeJatte	5	6	1	0	0	126
GrandeJatte	5	48	1	0	1	126
PlantAccordingRules	5	23	0	0	0	40
PlantAccordingRules	5	142	1	0	1	40
PlantAccordingRules	5	56	1	0	1	40
PlantAccordingRules	5	99	1	0	2	40
PlantAccordingRules	5	10	1	0	0	40
RebelAngels	4	104	1	0	7	17
HanPalace	5	12	1	0	2	21
HanPalace	5	6	1	0	1	21
SmokingSkull	5	14	0	0	0	53
SmokingSkull	5	48	1	1	4	53
SmokingSkull	5	50	1	0	1	53
SmokingSkull	5	30	1	0	2	53
SmokingSkull	5	52	1	0	3	53
SmokingSkull	5	30	1	0	1	53
SmokingSkull	5	31	1	0	1	53
SmokingSkull	5	6	1	0	0	53
SmokingSkull	5	20	1	0	0	53
SmokingSkull	5	8	1	0	1	53
SmokingSkull	5	21	1	0	1	53
SmokingSkull	5	126	1	0	2	53
SmokingSkull	5	2	1	0	0	53
ManInTheMoon	5	91	0	0	0	200
ManInTheMoon	5	69	0	0	0	200
ManInTheMoon	5	4	0	0	0	200
ManInTheMoon	5	136	1	0	8	200
ManInTheMoon	5	10	1	0	0	200
ManInTheMoon	5	9	1	0	0	200
ManInTheMoon	3	8	1	0	0	200
ManInTheMoon	5	3	1	0	0	200
ManInTheMoon	5	282	1	0	9	200
ManInTheMoon	4	58	1	0	1	200
ManInTheMoon	5	178	1	1	19	200
ManInTheMoon	5	90	1	0	1	200
ManInTheMoon	5	12	1	0	0	200
ManInTheMoon	5	29	1	0	0	200
ManInTheMoon	2	63	1	0	2	200
ManInTheMoon	5	11	1	0	0	200
ManInTheMoon	5	2	1	0	0	200
ManInTheMoon	5	25	1	0	2	200
ManInTheMoon	5	6	1	0	0	200
ManInTheMoon	5	30	1	0	0	200
ManInTheMoon	5	16	1	0	1	200
ManInTheMoon	5	31	1	0	1	200
ManInTheMoon	5	55	1	0	6	200
ManInTheMoon	5	32	1	0	5	200
ManInTheMoon	5	2	1	0	0	200
ManInTheMoon	5	10	1	0	0	200
ManInTheMoon	5	24	1	0	3	200
ManInTheMoon	5	52	1	0	9	200
ManInTheMoon	5	12	1	0	3	200
Dusk	5	6	0	0	0	144
Dusk	5	198	0	0	0	144
Dusk	5	51	1	0	3	144
Dusk	5	99	1	0	1	144
Dusk	5	42	1	0	2	144
Dusk	5	74	1	0	4	144
Dusk	5	83	1	0	4	144
VGLandscapes	5	138	0	0	0	63
VGLandscapes	5	73	1	0	2	63
VGLandscapes	5	82	1	0	2	63
VGLandscapes	5	252	1	0	4	63
VGLandscapes	5	106	1	0	0	63
VGLandscapes	5	151	1	0	5	63
UlyssesSirens	5	5	1	0	2	8
Jellyfish	4	35	1	0	0	63
Jellyfish	5	21	1	0	0	63
Jellyfish	5	14	1	0	0	63
Jellyfish	5	76	1	0	3	63
Jellyfish	5	4	1	0	0	63
Oarsmen	5	36	0	0	0	101
Oarsmen	5	44	1	0	3	101
Oarsmen	5	5	1	0	0	101
Oarsmen	5	4	1	0	0	101
Oarsmen	5	109	1	0	2	101
LadyOShalott	5	164	0	0	0	18
LadyOShalott	5	23	1	1	0	18
LadyOShalott	5	311	1	0	7	18
LadyOShalott	5	4	1	0	0	18
LadyOShalott	5	64	1	0	3	18
LadyOShalott	5	60	1	0	4	18
LadyOShalott	5	29	1	0	2	18
LadyOShalott	5	26	1	0	1	18
Egrets	5	61	0	0	0	43
Egrets	3	35	1	1	3	43
Egrets	5	201	1	0	2	43
Egrets	5	38	1	0	1	43
Egrets	5	49	1	0	1	43
Egrets	5	7	1	0	0	43
Egrets	5	1	1	0	0	43
Egrets	5	42	1	0	1	43
LaConnaissance	5	16	1	0	0	117
LaConnaissance	5	5	1	0	1	117
LaConnaissance	5	7	1	0	2	117
LaConnaissance	5	203	1	0	11	117
LaConnaissance	5	99	1	0	2	117
LaConnaissance	5	36	1	0	0	117
LaConnaissance	5	16	1	0	6	117
LaConnaissance	5	18	1	0	3	117
SevRoeFlowerS	4	71	0	0	0	67
SevRoeFlowerS	5	32	0	0	0	67
SevRoeFlowerS	5	32	0	0	0	67
SevRoeFlowerS	5	131	0	0	0	67
TallTower	5	264	0	0	0	158
TallTower	5	57	1	0	1	158
TallTower	5	81	1	0	7	158
TallTower	5	237	1	0	8	158
TallTower	5	134	1	0	7	158
TallTower	5	41	1	0	2	158
TallTower	5	9	1	0	1	158
TallTower	5	35	1	0	2	158
TallTower	5	1	1	0	0	158
TallTower	5	22	1	0	4	158
Elephants	5	65	1	0	3	115
Elephants	5	70	1	0	2	115
Elephants	5	98	1	0	1	115
Elephants	5	169	1	0	3	115
Elephants	5	56	1	0	0	115
Elephants	5	66	1	0	0	115
Elephants	5	9	1	0	1	115
Elephants	5	18	1	0	0	115
Elephants	5	11	1	0	0	115
Cats	4	90	1	0	1	118
Cats	5	32	1	0	5	118
Cats	5	6	1	0	0	118
Cats	5	78	1	0	0	118
Cats	5	1	1	0	0	118
Cats	5	101	1	1	0	118
Cats	5	17	1	1	3	118
Cats	3	44	1	0	0	118
Cats	5	61	1	0	0	118
Cats	4	31	1	0	0	118
Cats	5	23	1	0	0	118
Cats	5	13	1	0	0	118
Cats	4	46	1	0	0	118
Cats	5	238	1	0	12	118
Cats	5	61	1	0	1	118
DunneEstates	5	92	0	0	0	93
DunneEstates	5	2	1	0	0	93
DunneEstates	5	23	1	0	0	93
DunneEstates	5	15	1	0	0	93
DunneEstates	4	42	1	0	0	93
DunneEstates	5	139	1	0	4	93
DunneEstates	5	49	1	0	1	93
DunneEstates	5	40	1	0	4	93
DunneEstates	5	40	1	0	2	93
DragonMountain	5	103	0	0	0	117
DragonMountain	5	242	0	0	0	117
DragonMountain	5	255	1	1	2	117
DragonMountain	5	57	1	0	1	117
DragonMountain	5	66	1	0	0	117
DragonMountain	5	24	1	0	1	117
DragonMountain	4	33	1	0	0	117
DragonMountain	5	64	1	0	1	117
DragonMountain	5	18	1	0	0	117
DragonMountain	4	251	1	1	11	117
DragonMountain	4	20	1	0	1	117
DragonMountain	5	66	1	0	0	117
DragonMountain	5	243	1	0	8	117
DragonMountain	5	20	1	0	0	117
DragonMountain	4	78	1	0	1	117
DragonMountain	5	8	1	0	0	117
DragonMountain	5	97	1	0	2	117
DragonMountain	5	30	1	0	0	117
DragonMountain	5	128	1	0	5	117
DragonMountain	5	142	1	0	4	117
DragonMountain	5	30	1	0	0	117
DragonMountain	5	80	1	0	3	117
DragonMountain	5	28	1	0	2	117
